省份,市,区域,医院名,地理位置,电话
广东省,湛江市,廉江市,石城镇卫生院,廉江市中山一路48号,0759-6621163
广东省,湛江市,廉江市,城南社区卫生服务中心,廉江市英石路29号,0759-6861996
广东省,湛江市,廉江市,石角镇卫生院,廉江市石角镇人民路1号,0759-6403611
广东省,湛江市,廉江市,良垌镇第三卫生院,廉江市良垌镇平坦圩,0759-6994020
广东省,湛江市,廉江市,营仔镇卫生院,营仔镇人民路24号,0759-6735263
广东省,湛江市,廉江市,吉水镇卫生院,吉水镇吉和路31号,0759-6897423
广东省,湛江市,廉江市,青平镇卫生院,青平镇人民路168号,0759-6301801
广东省,湛江市,廉江市,石岭镇中心卫生院,石岭镇创新路67号,0759-6256000
广东省,湛江市,廉江市,河唇镇卫生院,河唇镇红荔路37号,0759-6451468
广东省,湛江市,廉江市,和寮镇卫生院,和寮镇和西路23号,0759-6100989
广东省,湛江市,廉江市,长山镇卫生院,长山镇长山圩,0759-6171433
广东省,湛江市,廉江市,廉江市妇幼保健院,廉江市中山三路12号,0759-6600855
广东省,湛江市,廉江市,良垌镇卫生院,良垌镇良平路43号,0759-6965000
广东省,湛江市,廉江市,新民镇卫生院,新民镇三角山圩排坊路,0759-6748581
广东省,湛江市,廉江市,石岭镇第二卫生院,石岭镇龙湾圩新区,0759-6230921
广东省,湛江市,廉江市,横山镇卫生院,横山镇横安路35号,0759-6797005
广东省,湛江市,廉江市,车板镇卫生院,车板镇南市路14号,0759-6375387
广东省,湛江市,廉江市,良垌镇第二卫生院,廉江市良垌镇新华圩,0759-6908037
广东省,湛江市,廉江市,安铺镇卫生院,安铺镇人民大道43号,0759-6844964
广东省,湛江市,廉江市,安铺镇第二卫生院,安铺镇西大街101号,0759-6850921
广东省,湛江市,廉江市,塘蓬镇卫生院,塘蓬镇塘六路65号,0759-6168237
广东省,湛江市,廉江市,雅塘镇卫生院,雅塘镇廉雅路73号,0759-6293275
广东省,湛江市,廉江市,罗州社区卫生服务中心城北免疫门诊,廉江市塘山中路12号,0759-6684482
广东省,湛江市,廉江市,黎明农场医院预防接种门诊,廉江市良垌镇,13543505050
广东省,湛江市,廉江市,红江农场医院预防接种门诊,廉江市青平镇,0759-6315600
广东省,湛江市,廉江市,晨光农场医院预防接种门诊,廉江市横山镇,0759-6795282
广东省,湛江市,廉江市,东升农场医院预防接种门诊,廉江市石岭镇,0759-6240334
广东省,湛江市,廉江市,长山农场医院预防接种门诊,廉江市长山镇,0759-6172120
广东省,湛江市,廉江市,红湖农场医院预防接种门诊,廉江市河唇镇,0759-6490920
广东省,湛江市,廉江市,黎明农场医院预防接种门诊,廉江市良垌镇,13543505050
广东省,湛江市,廉江市,红江农场医院预防接种门诊,廉江市青平镇,0759-6315600
广东省,湛江市,廉江市,晨光农场医院预防接种门诊,廉江市横山镇,0759-6795282
广东省,湛江市,廉江市,东升农场医院预防接种门诊,廉江市石岭镇,0759-6240334
广东省,湛江市,廉江市,长山农场医院预防接种门诊,廉江市长山镇,0759-6172120
广东省,湛江市,廉江市,红湖农场医院预防接种门诊,廉江市河唇镇,0759-6490920
广东省,湛江市,雷州市,雷州市北和卫生院预防接种门诊,雷州市北和镇朝阳路004号,0759-8595252
广东省,湛江市,雷州市,雷州市杨家卫生院预防接种门诊,雷州市杨家镇东风路007号,0759-8225703
广东省,湛江市,雷州市,雷州市乌石卫生院防接种门诊,乌石镇海滨路127,0759-8637387
广东省,湛江市,雷州市,雷州市雷城社区卫生服务中心预防接种门诊,雷州市雷城街道办曲街106号,0759－8845139
广东省,湛江市,雷州市,雷高卫生院预防接种门诊,雷高镇雷南大道154号,0759-8903266
广东省,湛江市,雷州市,雷州市白沙镇白沙卫生院预防接种门诊,雷州市雷城镇二桥街191号,0759-8780112
广东省,湛江市,雷州市,雷州市调风卫生院防接种门诊,雷州市调风镇人民大道069号,0759-8946768
广东省,湛江市,雷州市,雷州市东里卫生院计免门诊,东里镇东华路001号,0759—8966775
广东省,湛江市,雷州市,雷州市纪家中心卫生院计免门诊,雷州市纪家镇银桥路之01号,0759-8297773
广东省,湛江市,雷州市,雷州市客路中心卫生院计免门诊,雷州市客路镇玉才路之010号,0759-8131007
广东省,湛江市,雷州市,雷州市沈塘卫生院预防接种门诊,沈塘镇沈霞路036号,0759－8123812
广东省,湛江市,雷州市,雷州市松竹卫生院预防接种门诊,雷州市松竹镇河东一街025号,0759-8432216
广东省,湛江市,雷州市,雷州市覃斗镇覃斗卫生院计免门诊,雷州市覃斗镇江乐路094号,13659781213
广东省,湛江市,雷州市,雷州市英利中心卫生院计免门诊,雷州市英利镇新建路001号,0759-8671919
广东省,湛江市,雷州市,雷州市附城卫生院预防接种门诊,雷州市环城东路062号,0759-8815764
广东省,湛江市,雷州市,雷州市新城社区预防接种门诊,雷州市新城水店中路超源公寓A13号,0759-8833268
广东省,湛江市,雷州市,雷州市龙门卫生院预防接种门诊,龙门镇新华横三路200号,0759－8535088
广东省,湛江市,雷州市,南兴中心卫生院预防接种门诊,雷州市南兴镇环市路040号,0759-8464130
广东省,湛江市,雷州市,雷州市企水镇预防接种门诊,广东省雷州市企水镇新华6号,0759-8398230
广东省,湛江市,雷州市,雷州市西湖社区预防接种门诊,雷州市新城开发区三横路,0759－8830738
广东省,湛江市,雷州市,雷州市唐家卫生院预防接种门诊,雷州市唐家镇建安街021号,0759－8327709
广东省,湛江市,雷州市,雷州市CDC预防接种门诊,雷城群众大道之009号,0759－8853160
广东省,湛江市,雷州市,雷州市妇幼保健院预防接种门诊,雷州市雷城雷南大道129号,0759-8813333
广东省,湛江市,雷州市,雷州市人民医院预防接种门诊,雷州市西湖大道69号,0759-8850467
广东省,湛江市,雷州市,湛江华侨管理区医院预防接种门诊,奋勇农场总场部,0759-8156075
广东省,湛江市,雷州市,东方红农场医院预防接种门诊,雷州市英利镇,13437891713
广东省,湛江市,雷州市,广东省丰收糖业发展有限公司医院预防接种门诊,雷州市调风镇,0759-8951749
广东省,湛江市,雷州市,南光农场医院预防接种门诊,雷州市雷高镇,0759-8920210
广东省,湛江市,雷州市,金星农场医院预防接种门诊,雷州市龙门镇,0759-8501163
广东省,湛江市,雷州市,幸福农场医院预防接种门诊,雷州市英利镇,0759-8508098
广东省,湛江市,雷州市,火炬农场医院预防接种门诊,雷州市龙门镇,0759-8503033
广东省,湛江市,雷州市,东方红农场医院预防接种门诊,雷州市英利镇,13437891713
广东省,湛江市,雷州市,广东省丰收糖业发展有限公司医院预防接种门诊,雷州市调风镇,0759-8951749
广东省,湛江市,雷州市,南光农场医院预防接种门诊,雷州市雷高镇,0759-8920210
广东省,湛江市,雷州市,金星农场医院预防接种门诊,雷州市龙门镇,0759-8501163
广东省,湛江市,雷州市,幸福农场医院预防接种门诊,雷州市英利镇,0759-8508098
广东省,湛江市,雷州市,火炬农场医院预防接种门诊,雷州市龙门镇,0759-8503033
广东省,湛江市,吴川市,塘缀中心卫生院,吴川市塘缀镇解放路85号524568,0759-5306697
广东省,湛江市,吴川市,塘缀镇第二卫生院（板桥）,吴川市塘缀镇第二卫生院524571,0759-5726328
广东省,湛江市,吴川市,樟铺卫生院,吴川市樟铺镇樟木大路2号524575,0759-5777087
广东省,湛江市,吴川市,振文卫生院,振文镇振城路49号,0759-5707808
广东省,湛江市,吴川市,黄坡镇第二卫生院(中山）,黄坡镇勤政路3号524563,0759-5822228
广东省,湛江市,吴川市,黄坡镇中心卫生院,黄坡镇沿江路126号　524563,0759-5997310
广东省,湛江市,吴川市,塘尾卫生院,吴川市塘尾街道塘尾圩,0759-5909074
广东省,湛江市,吴川市,吴阳卫生院,吴川市吴阳镇吴阳街1号524559,0759-5800243
广东省,湛江市,吴川市,大山江卫生院,吴川市大山江卫生院　524500,0759-5576120
广东省,湛江市,吴川市,第二人民医院,吴川市梅录街道大有岭长安街49号　524500,0759-5589319
广东省,湛江市,吴川市,长岐卫生院,吴川市长岐镇中心卫生院524531,0759-5259476
广东省,湛江市,吴川市,浅水镇卫生院,吴川市浅水镇圩内　524533,0759-5207111
广东省,湛江市,吴川市,博铺卫生院,吴川市博铺街道新江管区茂山路　524552,0759-5293893
广东省,湛江市,吴川市,兰石卫生院,吴川市兰石镇圩　524541,0759-5195431
广东省,湛江市,吴川市,覃巴卫生院,覃巴镇镇东路16号　524543,0759-5126566
广东省,湛江市,吴川市,王村港卫生院,王村港镇市场东　524545,0759-5101826
广东省,湛江市,吴川市,吴川市人民医院,吴川市梅录街道解放北路12号　524500,0759-5589062
广东省,湛江市,吴川市,吴川市妇幼保健院,吴川市梅录街道人民西路147号　524500,0759-5502599
广东省,湛江市,吴川市,海滨社区卫生服务中心,吴川市海滨街道325国道东隅村旁,0759-5507378
广东省,河源市,源城区,河源市疾控中心门诊,河源市兴源路27号,0762-3295135
广东省,河源市,源城区,河源市源城区上城社区卫生服务中心预防接种门诊,河源市源城区上城南门路东1号,0762-3327294
广东省,河源市,源城区,河源市源城区人民医院,源城区河源大道南136号,0762-2803037
广东省,河源市,源城区,源城区源南镇卫生院预防接种门诊,河源市河埔大道北180号,0762-3837131
广东省,河源市,源城区,河源市源城区源西社区卫生服务中心预防接种门诊,河源市万绿大道（桥北路东二坊23号）,0762-2857199
广东省,河源市,源城区,河源市源城区新江社区卫生服务中心预防接种门诊,源城区大桥南路啸仙中学对面,0762-2857163
广东省,河源市,源城区,源城区埔前镇卫生院接种门诊,河源市源城区埔前镇埔前大道南3号,0762-3424819
广东省,河源市,源城区,源城区高埔岗社区卫生服务中心预防接种门诊,河源大道205国道旁,0762-3493543
广东省,河源市,源城区,源城区东埔社区卫生服务中心预防接种门诊,源城区文明路2号,0762-2830013
广东省,河源市,紫金县,紫金县疾控中心预防接种门诊,紫金县紫城镇金山大道中43号,0762-7830890
广东省,河源市,紫金县,紫城卫生院预防接种门诊,紫城镇新紫路35号,0762-7817940
广东省,河源市,紫金县,乌石卫生院预防接种门诊,紫金县紫城镇大坝桥头,0762-7821180
广东省,河源市,紫金县,附城卫生院预防接种门诊,紫金县紫城镇新紫路285号,0762-7818229
广东省,河源市,紫金县,敬梓卫生院预防接种门诊,紫金县敬梓镇敬梓卫生院,0762-7665101
广东省,河源市,紫金县,中坝卫生院预防接种门诊,紫金县中坝镇中心村水口,0762-7621026
广东省,河源市,紫金县,水墩卫生院预防接种门诊,紫金县水墩卫生院,0762-7847533
广东省,河源市,紫金县,龙窝卫生院预防接种门诊,紫金县龙窝镇灯光路18号,0762-7563223
广东省,河源市,紫金县,苏区卫生院预防接种门诊,紫金县苏区镇苏区卫生院,0762-7306057
广东省,河源市,紫金县,南岭卫生院预防接种门诊,南岭镇红军桥头侧,0762-7338073
广东省,河源市,紫金县,瓦溪卫生院预防接种门诊,紫金县瓦溪圩镇,0762-7681844
广东省,河源市,紫金县,九和卫生院预防接种门诊,九和镇圩镇,0762-7495157
广东省,河源市,紫金县,蓝塘中心卫生院预防接种门诊,蓝塘镇下圩过境路,0762-7933877
广东省,河源市,紫金县,凤安卫生院预防接种门诊,紫金县凤安镇新安路44号,0762-7406403
广东省,河源市,紫金县,好义卫生院预防接种门诊,紫金县好义镇义圩镇61号,0762-7438686
广东省,河源市,紫金县,上义卫生院预防接种门诊,河源市紫金县上义镇义和路95号,0762-7459011
广东省,河源市,紫金县,黄塘卫生院预防接种门诊,紫金县黄塘镇黄塘卫生院,0762-7285250
广东省,河源市,紫金县,柏埔卫生院预防接种门诊,紫金县柏埔镇圩头路,0762-7225120
广东省,河源市,紫金县,临江卫生院预防接种门诊,河源市紫金县临江镇临古路26号,0762-7258969
广东省,河源市,紫金县,义容卫生院预防接种门诊,紫金县义容镇西公路6号,0762-7107126
广东省,河源市,紫金县,古竹人民医院预防接种门诊,紫金县古竹镇沿江二路,0762-7185892
广东省,河源市,龙川县,龙川疾控中心预防接种门诊,老隆水贝新城开发区二号小区,0762-6891169
广东省,河源市,龙川县,龙川县老隆镇医院预防接种门诊,龙川县老隆镇水坑路12号,0762-6752875
广东省,河源市,龙川县,龙川县老隆镇卫生院水贝预防接种门诊,龙川县水贝水果批发市场对面,0762-6752780
广东省,河源市,龙川县,龙川县义都镇卫生院预防接种门诊,龙川县义都镇府前街163号,0762-6901143
广东省,河源市,龙川县,龙川县佗城镇卫生院接种门诊,龙川县佗城镇百岁街,0762-6681966
广东省,河源市,龙川县,龙川鹤市中心卫生院,鹤市镇鹤黄路32号,0762-6200298
广东省,河源市,龙川县,龙川县黄布卫生院预防接种门诊,黄布新街28号,0762-6252833
广东省,河源市,龙川县,龙川县紫市镇卫生院预防接种门诊,龙川县紫市镇紫市街道,0762-6271223
广东省,河源市,龙川县,龙川县通衢镇卫生院预防接种门诊,通衢镇卫生院预防接种门诊,0762-6305713
广东省,河源市,龙川县,龙川县登云镇卫生院预防接种门诊,龙川县登云镇登云街106号,0762-6321103
广东省,河源市,龙川县,龙川县四都镇卫生院预防接种门诊,龙川县四都镇街道,0762-6621043
广东省,河源市,龙川县,龙川县丰稔镇卫生院预防接种门诊,广东省河源市龙川县丰稔镇十二排街道,0762-6601230
广东省,河源市,龙川县,龙川县铁场卫生院卫生服务站预防接种门诊,龙川县铁场镇街道河提路136号,0762-6384911
广东省,河源市,龙川县,龙川县龙母中心卫生院预防接种门诊,龙母镇富民路31号,0762-6776608
广东省,河源市,龙川县,龙川县田心卫生院,龙川县田心镇田心街鲤田路49号,0762-6481023
广东省,河源市,龙川县,市龙川县黄石镇卫生院预防接种门诊,龙川县黄石镇街道,0762-6641017
广东省,河源市,龙川县,龙川县黎咀卫生院预防接种门诊,龙川县黎咀镇街道,0762-6181131
广东省,河源市,龙川县,龙川县车田卫生院预防接种门诊,车田街道南星街32号,0762-6102076
广东省,河源市,龙川县,赤光镇卫生院预防接种门诊,隆江路52号,0762-6461215
广东省,河源市,龙川县,龙川县廻龙镇卫生院预防接种门诊,龙川县廻龙镇回龙街道58号,0762-6423806
广东省,河源市,龙川县,龙川县新田镇卫生院预防接种门诊,龙川县新田镇新河街17号,0762-6441010
广东省,河源市,龙川县,龙川县岩岩镇卫生院规范化接种门诊,岩镇街道,0762--6921444
广东省,河源市,龙川县,龙川县麻布岗镇预防接种门诊,龙川县麻布岗镇隆江路26号,0762-6502563
广东省,河源市,龙川县,龙川县贝岭镇卫生院预防接种门诊,龙川县贝岭镇街道,0762-6581143
广东省,河源市,龙川县,龙川县细坳镇卫生院预防接种门诊,细坳镇细坳街道,0762-6542120
广东省,河源市,龙川县,龙川县上坪镇卫生院预防接种门诊,龙川县上坪镇街道,0762-6562225
广东省,河源市,连平县,连平县疾病预防控制中心,河源连平石龙工业园,0762-4332343
广东省,河源市,连平县,元善卫生院,河源连平县元善镇东街,0762-4320318
广东省,河源市,连平县,上坪中心卫生院,河源连平县上坪镇,0762-4882028
广东省,河源市,连平县,内莞卫生院,河源连平县内莞镇,0762-4891230
广东省,河源市,连平县,陂头中心卫生院,河源连平县陂头镇,0762-4772465
广东省,河源市,连平县,溪山卫生院,河源连平县溪山镇,0762-4911966
广东省,河源市,连平县,隆街中心卫生院,河源连平县隆街镇,0762-4492423
广东省,河源市,连平县,田源卫生院,河源连平县田源镇,0762-4431198
广东省,河源市,连平县,油溪卫生院,河源连平县油溪镇,0762-4552965
广东省,河源市,连平县,忠信卫生院,河源连平县忠信镇,0762-4551829
广东省,河源市,连平县,三角卫生院,河源连平县三角镇,0762-4619530
广东省,河源市,连平县,大湖卫生院,河源连平县大湖镇,0762-4662030
广东省,河源市,连平县,高莞卫生院,河源连平县高莞镇,0762-4511202
广东省,河源市,连平县,绣缎卫生院,河源连平县绣缎镇,0762-4642629
广东省,河源市,和平县,和平县疾病预防控制中心门诊,和平县阳明镇福和大道北,0762-5687020
广东省,河源市,和平县,阳明镇卫生院,和平县邮政局旁,0762-5634426
广东省,河源市,和平县,合水镇卫生院,和平县合水镇街镇,13322635078
广东省,河源市,和平县,青州卫生院,和平县青州镇街镇,13829318981
广东省,河源市,和平县,彭寨镇中心卫生院,和平县彭寨镇街镇,15216918838
广东省,河源市,和平县,古寨镇卫生院,和平县古寨镇街镇,13435367768
广东省,河源市,和平县,贝墩镇卫生院,和平县贝墩镇街镇,18998755505
广东省,河源市,和平县,林寨镇中心卫生院,和平县林寨镇街镇,13827869843
广东省,河源市,和平县,东水镇卫生院,和平县彭寨镇街镇,13435378813
广东省,河源市,和平县,礼士镇卫生院,和平县礼士镇街镇,13690940783
广东省,河源市,和平县,热水镇中心卫生院,和平县热水镇街镇,13536777263
广东省,河源市,和平县,浰源镇卫生院,和平县浰源镇街镇,13827868071
广东省,河源市,和平县,大坝镇卫生院,和平县大坝镇街镇,15019399686
广东省,河源市,和平县,上陵镇卫生院,和平县上陵镇街镇,13750207728
广东省,河源市,和平县,下车镇中心卫生院,和平县下车镇街镇,18927026085
广东省,河源市,和平县,长塘镇卫生院,和平县长塘镇街镇,18927026166
广东省,河源市,和平县,优胜镇卫生院,和平县优胜镇街镇,13539115503
广东省,河源市,和平县,公白镇卫生院,和平县公白镇街镇,15819273262
广东省,河源市,东源县,东源县疾病预防控制中心,东源县城农林小区,0762-8836161
广东省,河源市,东源县,东源县蓝口镇中心卫生院预防接种门诊,东源县蓝口镇新建路35号,0762-8688008
广东省,河源市,东源县,东源县黄村镇卫生院预防接种门诊,黄村镇中心街,0762-8476027
广东省,河源市,东源县,叶潭镇预防接种门诊,叶潭镇卫生院,0762-8365323
广东省,河源市,东源县,东源县柳城镇预防接种门诊,柳城大街119号,0762-8601120
广东省,河源市,东源县,东源县曾田镇卫生院预防接种规范化门诊,东源县曾田镇圩镇180号,0762-8453997
广东省,河源市,东源县,东源县船塘镇中心卫生院接种门诊,船塘镇中兴路西一号,0762-8151871
广东省,河源市,东源县,东源县漳溪畲族乡卫生院防疫组,东源县漳溪畲族乡街镇,0762-8180323
广东省,河源市,东源县,东源县上莞镇预防接种门诊,东源县上莞镇南直街,0762-8468074
广东省,河源市,东源县,东源县灯塔镇预防接种门诊,东源县灯塔镇人民街144号,0762-8100169
广东省,河源市,东源县,东源县双江镇卫生院预防接种规范门诊,东源县双江镇街镇街南50号,0762-8200100
广东省,河源市,东源县,涧头镇卫生院接种门诊,涧头镇街镇,0762-8261118
广东省,河源市,东源县,东源县顺天镇卫生院预防接种门诊,东源县顺天镇顺涧路口,0762-8221623
广东省,河源市,东源县,东源县骆湖镇卫生院预防接种门诊,东源县骆湖镇街镇,0762-8381068
广东省,河源市,东源县,义合中心卫生院,义合镇圩南178号,0762-8882313
广东省,河源市,东源县,东源县康禾镇预防接种门诊,东源县康禾镇街镇,0762-8981126
广东省,河源市,东源县,东源县黄田镇卫生院预防接种门诊,黄田镇街镇19号,0762-8961123
广东省,河源市,东源县,东源县仙塘镇预防接种门诊,河源市东源县仙塘卫生院,0762-8812120
广东省,河源市,东源县,新港镇卫生院预防接种门诊,新港镇港中路,0762-8780688
广东省,河源市,东源县,东源县锡场镇卫生预防接种门诊,锡场镇圩镇,0762-8751413
广东省,河源市,东源县,东源县新回龙卫生院预防接种门诊,东源县新回龙镇街镇,0762-8721213
广东省,河源市,东源县,东源县半江镇卫生院,东源县半江镇街镇,0762-8731212
广东省,汕尾市,市城区,汕尾市城区新港街道社区卫生服务中心预防接种门诊,渔村中路,3351505
广东省,汕尾市,市城区,汕尾市城区香洲街道社区卫生服务中心预防接种门诊,城区法院对面,3375029
广东省,汕尾市,市城区,汕尾市城区风山街道社区卫生服务中心预防接种门诊,文明中路14号,3200125
广东省,汕尾市,市城区,红草卫生院预防接种门诊,青新路,3443045
广东省,汕尾市,市城区,马宫卫生院预防接种门诊,渔村路1号,3487120
广东省,汕尾市,市城区,东涌卫生院预防接种门诊,东涌镇公路边,3476853
广东省,汕尾市,市城区,捷胜卫生院预防接种门诊,捷胜后山头,3469552
广东省,汕尾市,市城区,红海湾人民医院预防接种门诊,田乾六村大街,3439325
广东省,汕尾市,市城区,红海湾东洲街道社区卫生服务中心预防接种门诊,东洲人民北路64号,3421716
广东省,汕尾市,市城区,红海湾遮退街道社区卫生服务中心预防接种门诊,合港联宜4号,3453495
广东省,汕尾市,市城区,汕尾市疾病预防控制中心门诊部,市城区通港路,3369112
广东省,汕尾市,市城区,汕尾逸挥基金医院,康平路,3379999
广东省,汕尾市,海丰县,海丰县CDC门诊,海丰县海城镇海云路1号,0660-6602735
广东省,汕尾市,海丰县,海城镇卫生院预防接种门诊,海丰县移动通信对面,0660-6696933
广东省,汕尾市,海丰县,附城镇卫生院预防接种门诊,附城镇高园兴隆路,0660-6898302
广东省,汕尾市,海丰县,城东镇卫生院预防接种门诊,城东镇老车头,0660-6415332
广东省,汕尾市,海丰县,梅陇镇人民医院预防接种门诊,梅陇镇人民一路门诊部,0660-6651457
广东省,汕尾市,海丰县,联安镇卫生院预防接种门诊,联安镇下埔,0660-6732433
广东省,汕尾市,海丰县,陶河镇卫生院预防接种门诊,陶河镇卫生院内,0660-6751529
广东省,汕尾市,海丰县,可塘镇中心卫生院预防接种门诊,可塘镇圆山岭,0660-6769642
广东省,汕尾市,海丰县,赤坑镇卫生院预防接种门诊,赤坑镇卫生院内,0660-6741303
广东省,汕尾市,海丰县,公平镇卫生院预防接种门诊,公平镇卫生院内,0660-6293120
广东省,汕尾市,海丰县,黄羌镇卫生院预防接种门诊,黄羌镇镇内西路,0660-6758057
广东省,汕尾市,海丰县,平东镇卫生院预防接种门诊,平东镇日中圩内,0660-6756113
广东省,汕尾市,海丰县,鹅埠镇卫生院预防接种门诊,鹅埠镇广汕公路边,0660-6713120
广东省,汕尾市,海丰县,赤石镇卫生院预防接种门诊,赤石镇赤吉公路边,0660-6716382
广东省,汕尾市,海丰县,后门镇卫生院预防接种门诊,后门镇通港路37号,0660-6791294
广东省,汕尾市,海丰县,小漠镇卫生院预防接种门诊,小漠镇旺宫圩内,0660-6721713
广东省,汕尾市,海丰县,大湖镇卫生院预防接种门诊,大湖镇新兴街,0660-6748139
广东省,汕尾市,海丰县,梅陇农场职工医院预防接种门诊,梅陇农场职工医院内,0660-6726100
广东省,汕尾市,海丰县,莲花山卫生院预防接种门诊,海城镇莲花山总寮莲花中路15.1,0660-6729349
广东省,汕尾市,陆河县,上护镇卫生院预防接种门诊,上护镇景兴街59号,0660-5588123
广东省,汕尾市,陆河县,上护镇樟河预防接种门诊,上护镇樟河村委122号,0660-5581230
广东省,汕尾市,陆河县,河田镇中心卫生院预防接种门诊,河田镇吉祥路48号,0660-5519467
广东省,汕尾市,陆河县,水唇镇卫生院预防接种门诊,水唇镇开发区,0660-5559646
广东省,汕尾市,陆河县,南万镇卫生院预防接种门诊,南万镇卫生院门诊,0660-5538043
广东省,汕尾市,陆河县,螺溪镇卫生院预防接种门诊,螺溪镇日角村,0660-5548120
广东省,汕尾市,陆河县,河口中心卫生院预防接种门诊,陆河县河口镇人民路227号,0660-5591243
广东省,汕尾市,陆河县,陆河县疾病预防控制中心预防接种门诊,河田镇人民南路147号,0660-5505877
广东省,汕尾市,陆河县,新田卫生院预防接种门诊,新田镇新田圩,0660-5578132
广东省,汕尾市,陆河县,东坑卫生院预防接种门诊,东坑镇,0660-5568143
广东省,汕尾市,陆丰市,陆丰市城东镇卫生院预防接种门诊,陆丰市城东镇城东大道83号,0660-8990949
广东省,汕尾市,陆丰市,陆丰市陂洋镇卫生院预防接种门诊,陆丰市陂洋镇卫生院,0660-8246996
广东省,汕尾市,陆丰市,陆丰市上英镇卫生院预防接种门诊,陆丰市上英镇英海路18号,0660-8136221
广东省,汕尾市,陆丰市,陆丰市八万镇卫生院预防接种门诊,八万镇万安路69号,0660-8187559
广东省,汕尾市,陆丰市,陆丰市湖东镇卫生院预防接种门诊,湖东镇卫生院盐陀园街接种门诊,0660-8118222
广东省,汕尾市,陆丰市,陆丰市甲西镇卫生院预防接种门诊,甲西镇濠头村路口,0660-8572898
广东省,汕尾市,陆丰市,陆丰市南塘中心卫生院预防接种门诊,陆丰市南塘镇人民南路,0660-8287338
广东省,汕尾市,陆丰市,陆丰市碣石镇碣石片预防接种门诊,碣石镇太安大街167号,0660-8872524
广东省,汕尾市,陆丰市,陆丰市碣石镇碣北片预防接种门诊,碣石镇清平门25号（原碣北卫生院）,0660-8698025
广东省,汕尾市,陆丰市,陆丰市博美中心卫生院预防接种门诊,陆丰市博美镇人民广场东侧,0660-8250823
广东省,汕尾市,陆丰市,陆丰市西南镇卫生院预防接种门诊,陆丰市西南镇西南圩横街尾,0660-8231262
广东省,汕尾市,陆丰市,陆丰市大安镇卫生院预防接种门诊,陆丰市大安镇北新街,0660-8215413
广东省,汕尾市,陆丰市,陆丰市潭西镇卫生院预防接种门诊,陆丰市潭西镇潭圩村,0660-8121169
广东省,汕尾市,陆丰市,陆丰市甲东镇卫生院预防接种门诊,甲东镇石清圩,0660-8201374
广东省,汕尾市,陆丰市,陆丰市河东镇卫生院预防接种门诊,陆丰市河东镇陆伍公路边,0660-8989936
广东省,汕尾市,陆丰市,陆丰市东海镇卫生院预防接种门诊,陆丰市东海镇迎仙街87号,0660-8828750
广东省,汕尾市,陆丰市,陆丰市铜锣湖职工医院预防接种门诊,铜锣湖农场公路北二段16号,0660-8248442
广东省,汕尾市,陆丰市,陆丰市桥冲镇卫生院预防接种门诊,陆丰市桥冲镇龙峰大道42号,0660-8196958
广东省,汕尾市,陆丰市,陆丰市甲子镇甲子预防接种门诊,甲子镇两东真君待77号,0660-8959723
广东省,汕尾市,陆丰市,陆丰市金厢镇卫生院预防接种门诊,金厢镇金厢圩,0660-8609277
广东省,汕尾市,陆丰市,陆丰市内湖镇卫生院预防接种门诊,陆丰市内湖镇内湖村,0660-8199909
广东省,汕尾市,陆丰市,陆丰市河西镇卫生院预防接种门诊,陆丰市河西镇陂仔村,0660-8966232
广东省,汕尾市,陆丰市,陆丰市星都镇卫生院预防接种门诊,陆丰市星都经济开发区第四管区,0660-8222255
广东省,汕尾市,陆丰市,汕尾市华侨管理区人民医院预防接种门诊,汕尾市华侨管理区桥南路中段,0660-8255290
广东省,揭阳市,榕城区,新兴社区卫生服务中心,新兴东路南五巷五座,0663-8663279
广东省,揭阳市,榕城区,榕华儿童预防接种门诊,榕城区同心路中段榕华社区卫生服务中心,0663-8752331
广东省,揭阳市,榕城区,梅云社区卫生服务中心,梅云街道夏桥村路段,0663-8881713
广东省,揭阳市,榕城区,榕东社区卫生服务中心,榕东办事处后宅路口,13543906405
广东省,揭阳市,榕城区,西马计免门诊,西马路252号榕城区人民医院防疫组,8612427转632
广东省,揭阳市,榕城区,榕城区仙桥社区卫生服务中心预防接种门诊,榕城区仙桥榕池路新仙桥旁,0663-8868120
广东省,揭阳市,榕城区,中山预防接种规范门诊,榕城区南门中山路138号,13352731513
广东省,揭阳市,榕城区,卫生站临时接种点,东升办龙石村内,0663-8213675
广东省,揭阳市,榕城区,中心医院接种门诊,特美思酒店东侧,0663-8213675　
广东省,揭阳市,榕城区,东兴社区接种门诊,东兴办马牙安福街,0663-8213675　
广东省,揭阳市,榕城区,东升社区接种门诊,东升办御景湾正门铺面2号,0663-8213675　
广东省,揭阳市,榕城区,东阳办蓝和第二门诊,东阳办蓝和村,0663-8213675　
广东省,揭阳市,榕城区,中心医院急诊科,特美思酒店东侧,0663-8218120
广东省,揭阳市,空港经济区,地都卫生院计免门诊,空港经济区206国道地都卫生院路段,0663-3310213
广东省,揭阳市,空港经济区,砲台计免科,砲台镇中心卫生院内,0663-3371586
广东省,揭阳市,空港经济区,登岗卫生院,空港区登岗镇许畔村,0663-3390439
广东省,揭阳市,空港经济区,公共卫生服务中心,渔湖镇镇前街中段,0663-8776742
广东省,揭阳市,揭东区,玉窖镇卫生院预防接种门诊,揭东区玉窖镇官硕车站旁,0663-3215947
